4995.000	88.260	1.970	133.940	2.360	0.237	1.450	11.935	-999.250
4995.500	87.360	1.930	133.720	2.328	0.249	1.450	11.935	-999.250
4996.000	87.080	1.870	132.760	2.305	0.259	1.450	11.935	-999.250
4996.500	87.150	1.850	137.300	2.296	0.250	1.450	11.935	-999.250
4997.000	87.550	1.880	138.670	2.301	0.238	1.450	11.936	-999.250
4997.500	89.150	1.950	140.100	2.316	0.225	1.450	11.936	-999.250
4998.000	92.240	2.020	141.660	2.336	0.223	1.450	11.936	-999.250
4998.500	94.780	2.110	142.770	2.357	0.228	1.451	11.936	-999.250
4999.000	96.210	2.120	144.470	2.379	0.234	1.451	11.936	-999.250
4999.500	97.080	2.040	144.810	2.398	0.236	1.451	11.936	-999.250
5000.000	97.360	1.980	145.730	2.411	0.237	1.451	11.936	-999.250
5000.500	97.960	1.960	149.360	2.419	0.234	1.451	11.936	-999.250
5001.000	100.390	1.950	153.820	2.422	0.237	1.451	11.936	-999.250
5001.500	104.380	1.980	159.050	2.419	0.238	1.451	11.937	-999.250
5002.000	108.860	1.960	162.850	2.412	0.246	1.451	11.937	-999.250
5002.500	112.650	1.840	167.140	2.410	0.250	1.451	11.937	-999.250
5003.000	115.820	1.760	171.000	2.415	0.252	1.451	11.937	-999.250
5003.500	119.220	1.730	176.490	2.426	0.252	1.451	11.937	-999.250
5004.000	121.540	1.720	179.970	2.440	0.254	1.451	11.937	-999.250
5004.500	121.380	1.700	183.240	2.454	0.262	1.451	11.937	-999.250
5005.000	118.810	1.690	182.690	2.464	0.267	1.451	11.937	-999.250
5005.500	115.140	1.690	181.490	2.473	0.266	1.451	11.937	-999.250
5006.000	112.060	1.690	178.660	2.479	0.258	1.452	11.937	-999.250
5006.500	109.990	1.710	173.720	2.478	0.254	1.452	11.938	-999.250
5007.000	109.180	1.730	166.800	2.475	0.260	1.452	11.938	-999.250
5007.500	109.090	1.760	160.070	2.479	0.262	1.452	11.938	-999.250
5008.000	108.180	1.780	155.510	2.488	0.265	1.452	11.938	-999.250
5008.500	106.330	1.800	153.120	2.503	0.262	1.452	11.938	-999.250
5009.000	103.860	1.820	152.270	2.518	0.250	1.452	11.938	-999.250
5009.500	101.450	1.830	153.180	2.532	0.236	1.452	11.938	-999.250
5010.000	100.760	1.850	154.160	2.537	0.233	1.452	11.938	-999.250
5010.500	102.320	1.860	153.090	2.529	0.239	1.452	11.938	-999.250
5011.000	105.010	1.820	151.430	2.516	0.249	1.452	11.938	-999.250
5011.500	108.200	1.800	146.730	2.505	0.254	1.452	11.939	-999.250
5012.000	111.100	1.770	142.640	2.498	0.250	1.452	11.939	-999.250
5012.500	112.660	1.750	141.270	2.497	0.250	1.452	11.939	-999.250
5013.000	113.040	1.740	138.080	2.503	0.243	1.453	11.939	-999.250
5013.500	112.980	1.760	137.120	2.511	0.240	1.453	11.939	-999.250
5014.000	112.310	1.780	136.710	2.518	0.237	1.453	11.939	-999.250
5014.500	111.140	1.780	136.830	2.521	0.233	1.453	11.939	-999.250
5015.000	110.300	1.800	136.930	2.521	0.229	1.453	11.939	-999.250
5015.500	110.430	1.800	137.080	2.520	0.230	1.453	11.939	-999.250
5016.000	110.890	1.800	137.240	2.519	0.236	1.453	11.940	-999.250
5016.500	111.140	1.800	137.280	2.520	0.234	1.453	11.940	-999.250
5017.000	111.740	1.810	137.450	2.524	0.233	1.453	11.940	-999.250
5017.500	112.820	1.830	137.490	2.530	0.233	1.453	11.940	-999.250
5018.000	113.980	1.840	137.640	2.535	0.233	1.453	11.940	-999.250
5018.500	116.100	1.860	136.750	2.539	0.232	1.453	11.940	-999.250
5019.000	118.250	1.880	135.020	2.543	0.229	1.453	11.940	-999.250
5019.500	119.090	1.910	134.290	2.547	0.223	1.453	11.940	-999.250
5020.000	118.920	1.930	132.730	2.549	0.221	1.453	11.940	-999.250
5020.500	118.350	1.960	131.600	2.550	0.222	1.454	11.940	-999.250
5021.000	118.130	1.980	132.300	2.548	0.227	1.454	11.941	-999.250
5021.500	118.770	2.010	132.020	2.546	0.229	1.454	11.941	-999.250
5022.000	120.890	2.030	131.430	2.547	0.227	1.454	11.941	-999.250
5022.500	123.890	2.060	129.780	2.549	0.227	1.454	11.941	-999.250
5023.000	127.000	2.080	127.970	2.549	0.234	1.454	11.941	-999.250
5023.500	128.960	2.070	126.150	2.548	0.235	1.454	11.941	-999.250
5024.000	128.670	2.050	123.480	2.546	0.236	1.454	11.941	-999.250
5024.500	127.210	2.060	121.710	2.542	0.234	1.454	11.941	-999.250
5025.000	125.100	2.030	121.640	2.535	0.234	1.454	11.941	-999.250
5025.500	122.410	2.010	122.760	2.526	0.234	1.454	11.941	-999.250
5026.000	119.600	2.010	126.180	2.518	0.233	1.454	11.942	-999.250
5026.500	116.560	2.040	128.520	2.512	0.229	1.454	11.942	-999.250
5027.000	113.220	2.090	131.500	2.509	0.226	1.454	11.942	-999.250
5027.500	110.490	2.160	133.660	2.505	0.227	1.454	11.942	-999.250
5028.000	109.090	2.180	135.160	2.504	0.235	1.455	11.942	-999.250
5028.500	109.160	2.160	136.000	2.501	0.238	1.455	11.942	-999.250
5029.000	110.660	2.180	135.920	2.498	0.244	1.455	11.942	-999.250
5029.500	112.290	2.200	137.040	2.498	0.244	1.455	11.942	-999.250
5030.000	113.520	2.190	137.170	2.500	0.246	1.455	11.942	-999.250
5030.500	114.640	2.210	138.710	2.501	0.245	1.455	11.943	-999.250
5031.000	115.440	2.200	139.710	2.500	0.246	1.455	11.943	-999.250
5031.500	115.860	2.130	141.220	2.498	0.249	1.455	11.943	-999.250
